period,minute,second,player_name,is_successful,x,y,end_x,end_y,position,pass_receiver,pass_receiver_position,formation
2,65,15,wesley fofana,1,29.1,26.9,37.3,6.4,RCB,cole palmer,CAM,4231
2,65,26,cole palmer,1,55.3,80.7,52.8,84.6,CAM,marc cucurella,LB,4231
2,65,28,marc cucurella,1,52.8,84.6,50.5,71.6,LB,enzo fernandez,LCDM,4231
2,65,31,enzo fernandez,1,47.6,68.4,45.9,42.2,LCDM,moises caicedo,RCDM,4231
2,65,33,moises caicedo,1,49.5,41.9,61.0,14.3,RCDM,wesley fofana,RCB,4231
2,65,36,wesley fofana,1,61.0,14.3,70.9,5.3,RCB,noni madueke,RM,4231
2,65,42,noni madueke,1,68.7,22.9,63.0,10.9,RM,wesley fofana,RCB,4231
2,65,44,wesley fofana,1,62.4,13.1,51.0,50.7,RCB,levi colwill,LCB,4231
2,65,47,levi colwill,1,51.0,50.7,60.8,62.0,LCB,enzo fernandez,LCDM,4231
2,65,49,enzo fernandez,1,60.2,61.4,58.8,83.7,LCDM,marc cucurella,LB,4231
2,65,51,marc cucurella,1,58.8,83.7,57.6,68.9,LB,enzo fernandez,LCDM,4231
2,65,54,enzo fernandez,0,57.9,68.1,71.5,62.1,LCDM,,,4231
2,66,24,moises caicedo,0,21.2,47.6,25.8,45.8,RCDM,,,4231
2,68,35,levi colwill,1,27.7,53.1,35.8,60.8,LCB,cole palmer,CAM,4231
2,68,38,cole palmer,1,34.8,59.1,36.7,84.0,CAM,marc cucurella,LB,4231
2,68,41,marc cucurella,1,36.7,84.0,48.0,78.9,LB,enzo fernandez,LCDM,4231
2,68,44,enzo fernandez,1,48.0,78.9,34.2,36.1,LCDM,moises caicedo,RCDM,4231
2,68,48,moises caicedo,1,39.6,34.6,45.3,16.7,RCDM,wesley fofana,RCB,4231
2,68,49,wesley fofana,1,45.3,16.7,40.7,66.3,RCB,levi colwill,LCB,4231
2,68,53,levi colwill,1,41.2,66.8,57.9,88.7,LCB,marc cucurella,LB,4231
2,68,56,marc cucurella,1,57.9,88.7,64.2,90.2,LB,joao felix,LM,4231
2,69,7,moises caicedo,1,21.7,60.9,40.1,54.2,RCDM,cole palmer,CAM,4231
2,69,8,cole palmer,1,40.2,54.2,32.4,49.4,CAM,malo gusto,RB,4231
2,69,10,malo gusto,1,33.2,47.9,40.6,13.7,RB,noni madueke,RM,4231
2,70,24,robert sanchez,1,3.0,55.7,16.0,72.0,GK,levi colwill,LCB,4231
2,70,32,levi colwill,1,21.7,71.4,22.0,36.2,LCB,moises caicedo,RCDM,4231
2,70,33,moises caicedo,1,23.5,35.6,25.4,68.9,RCDM,levi colwill,LCB,4231
2,70,36,levi colwill,1,25.4,68.9,33.9,89.3,LCB,marc cucurella,LB,4231
2,70,38,marc cucurella,1,33.9,89.3,34.0,69.8,LB,cole palmer,CAM,4231
2,70,45,cole palmer,1,30.4,47.8,33.4,10.3,CAM,wesley fofana,RCB,4231
2,70,51,wesley fofana,1,36.3,9.5,32.9,31.1,RCB,moises caicedo,RCDM,4231
2,70,52,moises caicedo,1,35.1,33.1,36.2,71.1,RCDM,levi colwill,LCB,4231
2,70,55,levi colwill,1,36.3,71.1,48.8,89.7,LCB,marc cucurella,LB,4231
2,70,58,marc cucurella,1,48.8,89.7,42.0,71.6,LB,levi colwill,LCB,4231
2,71,2,levi colwill,1,42.0,71.6,53.5,88.4,LCB,marc cucurella,LB,4231
2,71,4,marc cucurella,1,53.5,88.4,60.7,92.3,LB,enzo fernandez,LCDM,4231
2,71,6,enzo fernandez,1,60.7,92.3,46.4,87.6,LCDM,marc cucurella,LB,4231
2,71,7,marc cucurella,1,46.4,87.6,36.2,72.8,LB,levi colwill,LCB,4231
2,71,9,levi colwill,1,36.2,72.8,47.3,68.7,LCB,enzo fernandez,LCDM,4231
2,71,14,enzo fernandez,1,53.3,65.4,57.2,47.3,LCDM,malo gusto,RB,4231
2,71,16,malo gusto,1,56.3,49.1,61.9,14.6,RB,wesley fofana,RCB,4231
2,71,20,wesley fofana,1,65.2,15.1,70.1,9.7,RCB,noni madueke,RM,4231
2,71,22,noni madueke,1,70.1,9.7,63.3,20.6,RM,malo gusto,RB,4231
2,71,25,malo gusto,1,63.3,20.6,56.2,32.3,RB,malo gusto,RB,4231
2,73,28,wesley fofana,1,46.7,29.5,42.7,40.7,RCB,enzo fernandez,CDM,433
2,73,29,enzo fernandez,1,42.7,40.7,58.7,10.0,CDM,moises caicedo,RB,433
2,73,32,moises caicedo,1,62.1,10.0,67.0,7.3,RB,noni madueke,RWF,433
2,73,35,noni madueke,1,70.1,8.3,86.9,14.5,RWF,moises caicedo,RB,433
2,73,48,moises caicedo,1,87.6,0.0,84.3,9.4,RB,noni madueke,RWF,433
2,73,50,noni madueke,1,84.3,9.4,89.0,3.1,RWF,moises caicedo,RB,433
2,73,51,moises caicedo,1,89.0,3.1,74.2,4.9,RB,wesley fofana,RCB,433
2,73,53,wesley fofana,1,73.7,5.0,79.6,3.1,RCB,moises caicedo,RB,433
2,73,56,moises caicedo,1,75.3,3.7,51.7,36.5,RB,levi colwill,LCB,433
2,74,0,levi colwill,1,45.6,42.4,54.7,39.8,LCB,enzo fernandez,CDM,433
2,74,2,enzo fernandez,0,55.0,39.8,88.6,47.0,CDM,,,433
2,74,23,mykhailo mudryk,0,62.4,89.0,72.0,82.7,LWF,,,433
2,74,27,levi colwill,1,57.3,75.2,65.0,69.0,LCB,joao felix,LCM,433
2,74,28,joao felix,1,65.1,68.9,59.8,60.9,LCM,enzo fernandez,CDM,433
2,74,29,enzo fernandez,1,59.8,60.9,70.1,35.5,CDM,cole palmer,RCM,433
2,74,35,cole palmer,1,73.7,18.5,66.6,27.2,RCM,moises caicedo,RB,433
2,74,37,moises caicedo,1,66.6,27.2,66.7,41.6,RB,enzo fernandez,CDM,433
2,74,39,enzo fernandez,1,66.9,41.9,65.9,75.8,CDM,marc cucurella,LB,433
2,74,41,marc cucurella,1,65.9,75.8,72.8,90.6,LB,mykhailo mudryk,LWF,433
2,74,47,mykhailo mudryk,0,83.7,87.3,77.1,83.6,LWF,,,433
2,75,38,cole palmer,1,87.2,90.9,95.2,43.0,RCM,levi colwill,LCB,433
2,76,11,moises caicedo,0,65.2,16.4,70.0,31.0,RB,,,433
2,77,15,cole palmer,1,44.3,0.0,46.6,25.6,RCM,noni madueke,RWF,433
2,77,16,noni madueke,1,46.6,25.6,57.4,5.5,RWF,cole palmer,RCM,433
2,77,21,cole palmer,1,44.6,20.9,39.5,68.3,RCM,levi colwill,LCB,433
2,77,26,levi colwill,1,55.8,68.3,61.7,73.7,LCB,joao felix,LCM,433
2,77,27,joao felix,1,61.7,73.7,56.7,84.8,LCM,marc cucurella,LB,433
2,77,31,marc cucurella,1,58.6,84.3,65.9,96.3,LB,mykhailo mudryk,LWF,433
2,77,34,mykhailo mudryk,0,69.5,94.7,76.0,80.4,LWF,,,433
2,77,54,levi colwill,1,44.8,86.3,55.6,79.1,LCB,enzo fernandez,CDM,433
2,77,56,enzo fernandez,1,45.9,79.5,37.0,83.1,CDM,levi colwill,LCB,433
2,77,57,levi colwill,1,37.0,83.1,33.6,56.0,LCB,wesley fofana,RCB,433
2,78,7,wesley fofana,1,55.4,29.3,42.4,63.6,RCB,levi colwill,LCB,433
2,78,13,levi colwill,1,58.8,66.6,66.8,84.0,LCB,marc cucurella,LB,433
2,78,16,marc cucurella,1,66.8,84.0,59.9,69.8,LB,levi colwill,LCB,433
2,78,18,levi colwill,1,59.9,69.8,54.0,48.7,LCB,enzo fernandez,CDM,433
2,78,20,enzo fernandez,1,58.6,45.4,72.8,11.5,CDM,wesley fofana,RCB,433
2,78,23,wesley fofana,0,73.0,11.8,100.0,67.4,RCB,,,433
2,78,55,enzo fernandez,0,69.3,74.4,90.9,59.9,CDM,,,433
2,81,22,marc cucurella,1,44.5,100.0,30.5,87.5,LB,levi colwill,LCB,433
2,81,28,levi colwill,1,33.5,71.9,32.6,50.9,LCB,enzo fernandez,CDM,433
2,81,35,enzo fernandez,1,40.0,39.1,41.6,72.0,CDM,levi colwill,LCB,433
2,81,37,levi colwill,1,41.6,70.7,60.1,89.1,LCB,marc cucurella,LB,433
2,81,41,marc cucurella,1,60.1,89.1,67.0,94.8,LB,mykhailo mudryk,LWF,433
2,81,44,mykhailo mudryk,1,67.0,94.8,55.9,92.1,LWF,marc cucurella,LB,433
2,81,46,marc cucurella,1,55.9,92.1,42.4,72.5,LB,levi colwill,LCB,433
2,81,48,levi colwill,1,42.4,72.5,41.6,47.6,LCB,enzo fernandez,CDM,433
2,81,51,enzo fernandez,1,39.9,46.9,46.8,66.2,CDM,cole palmer,RCM,433
2,81,58,cole palmer,0,52.4,32.2,62.1,0.0,RCM,,,433
2,82,28,noni madueke,1,39.4,3.8,44.6,16.7,RWF,moises caicedo,RB,433
2,82,30,moises caicedo,1,55.5,24.4,64.9,16.0,RB,cole palmer,RCM,433
2,82,41,noni madueke,1,65.1,0.0,44.5,9.8,RWF,wesley fofana,RCB,433
2,82,44,wesley fofana,1,44.1,11.9,41.5,36.5,RCB,enzo fernandez,CDM,433
2,82,46,enzo fernandez,1,42.1,37.0,44.0,66.3,CDM,levi colwill,LCB,433
2,82,49,levi colwill,1,44.0,66.3,58.9,89.3,LCB,marc cucurella,LB,433
2,82,51,marc cucurella,1,58.9,89.3,52.7,72.3,LB,levi colwill,LCB,433
2,82,53,levi colwill,1,52.7,72.3,51.8,49.6,LCB,enzo fernandez,CDM,433
2,82,55,enzo fernandez,1,52.2,48.8,62.9,12.2,CDM,wesley fofana,RCB,433
2,82,58,wesley fofana,1,62.9,12.2,74.1,7.9,RCB,noni madueke,RWF,433
2,83,33,mykhailo mudryk,1,41.0,68.0,55.2,46.1,LWF,joao felix,LCM,433
2,83,37,joao felix,1,66.4,38.3,81.7,15.7,LCM,noni madueke,RWF,433
2,83,44,noni madueke,1,76.8,27.2,71.0,46.7,RWF,enzo fernandez,CDM,433
2,83,45,enzo fernandez,1,71.0,46.7,71.8,65.9,CDM,marc cucurella,LB,433
2,83,47,marc cucurella,0,72.2,66.9,79.9,65.0,LB,,,433
2,83,59,levi colwill,1,42.8,93.2,20.8,67.4,LCB,robert sanchez,GK,433
2,84,2,robert sanchez,1,21.0,67.1,31.6,44.0,GK,wesley fofana,RCB,433
2,84,4,wesley fofana,1,31.6,44.0,35.9,59.9,RCB,enzo fernandez,CDM,433
2,84,9,enzo fernandez,1,47.1,55.2,55.4,45.7,CDM,cole palmer,RCM,433
2,84,11,cole palmer,1,56.3,46.1,63.6,18.5,RCM,moises caicedo,RB,433
2,84,13,moises caicedo,1,63.2,18.5,46.8,31.9,RB,wesley fofana,RCB,433
2,84,15,wesley fofana,1,46.8,31.9,57.8,36.2,RCB,cole palmer,RCM,433
2,84,18,cole palmer,1,54.1,40.1,55.0,72.9,RCM,levi colwill,LCB,433
2,84,24,levi colwill,1,57.4,70.8,60.9,83.4,LCB,marc cucurella,LB,433
2,84,26,marc cucurella,0,60.9,83.4,73.9,78.2,LB,,,433
2,85,42,robert sanchez,1,21.1,55.5,30.9,55.1,GK,enzo fernandez,CDM,433
2,85,46,enzo fernandez,1,41.0,48.7,58.3,15.1,CDM,wesley fofana,RCB,433
2,85,50,wesley fofana,1,59.6,15.2,74.8,6.2,RCB,christopher nkunku,RWF,433
2,85,52,christopher nkunku,1,74.8,6.2,65.3,12.1,RWF,wesley fofana,RCB,433
2,85,54,wesley fofana,1,65.2,12.1,66.8,34.3,RCB,cole palmer,RCM,433
2,85,58,cole palmer,1,65.3,51.3,73.0,89.3,RCM,mykhailo mudryk,LWF,433
2,86,3,mykhailo mudryk,0,90.1,88.7,96.7,56.1,LWF,,,433
2,86,9,wesley fofana,1,66.0,30.2,59.8,38.8,RCB,enzo fernandez,CDM,433
2,86,10,enzo fernandez,1,59.8,38.8,64.4,6.8,CDM,wesley fofana,RCB,433
2,86,18,wesley fofana,1,55.7,29.0,52.2,57.9,RCB,levi colwill,LCB,433
2,86,20,levi colwill,1,52.5,58.2,59.3,84.9,LCB,marc cucurella,LB,433
2,86,25,marc cucurella,1,59.8,84.9,53.0,68.4,LB,levi colwill,LCB,433
2,86,27,levi colwill,1,53.0,68.4,52.4,49.7,LCB,enzo fernandez,CDM,433
2,86,31,enzo fernandez,1,65.1,39.5,71.9,7.0,CDM,wesley fofana,RCB,433
2,86,35,wesley fofana,1,71.9,7.0,67.8,19.1,RCB,moises caicedo,RB,433
2,86,37,moises caicedo,1,67.8,19.1,42.2,42.1,RB,enzo fernandez,CDM,433
2,86,41,enzo fernandez,1,42.2,42.1,52.5,57.3,CDM,levi colwill,LCB,433
2,86,45,levi colwill,1,58.2,65.3,65.8,64.4,LCB,joao felix,LCM,433
2,86,50,moises caicedo,1,65.0,39.7,87.8,21.1,RB,christopher nkunku,RWF,433
2,86,52,christopher nkunku,0,88.1,21.5,87.9,30.1,RWF,,,433
2,86,59,christopher nkunku,1,74.7,10.3,65.5,16.0,RWF,wesley fofana,RCB,433
2,87,1,wesley fofana,1,65.5,16.0,64.7,35.8,RCB,enzo fernandez,CDM,433
2,87,2,enzo fernandez,1,64.7,35.8,71.2,38.6,CDM,cole palmer,RCM,433
2,87,5,cole palmer,0,71.2,38.6,100.0,72.6,RCM,,,433
2,88,7,enzo fernandez,1,33.4,71.9,45.8,80.3,CDM,mykhailo mudryk,LWF,433
2,88,9,mykhailo mudryk,1,45.8,80.3,44.1,65.1,LWF,cole palmer,RCM,433
2,88,12,cole palmer,1,44.1,65.0,34.2,64.4,RCM,enzo fernandez,CDM,433
2,88,12,enzo fernandez,1,34.3,64.2,45.8,52.4,CDM,christopher nkunku,RWF,433
2,88,14,christopher nkunku,1,43.6,49.0,43.4,16.1,RWF,moises caicedo,RB,433
2,88,17,moises caicedo,0,42.6,14.8,63.1,17.6,RB,,,433
2,88,54,levi colwill,1,26.3,91.7,24.7,79.1,LCB,enzo fernandez,CDM,433
2,88,59,enzo fernandez,1,26.6,69.3,31.3,42.8,CDM,cole palmer,RCM,433
2,89,3,cole palmer,1,40.0,29.8,62.4,2.5,RCM,christopher nkunku,RWF,433
2,89,5,christopher nkunku,1,62.4,2.6,46.6,5.0,RWF,wesley fofana,RCB,433
2,89,7,wesley fofana,1,45.8,8.6,37.7,41.2,RCB,enzo fernandez,CDM,433
2,89,11,enzo fernandez,1,38.3,44.2,53.9,90.6,CDM,marc cucurella,LB,433
2,89,14,marc cucurella,1,54.4,90.0,42.8,72.9,LB,levi colwill,LCB,433
2,89,17,levi colwill,1,43.4,72.6,55.8,70.7,LCB,joao felix,LCM,433
2,89,18,joao felix,1,55.8,70.7,42.3,70.2,LCM,levi colwill,LCB,433
2,89,22,levi colwill,1,47.9,67.5,83.5,7.7,LCB,christopher nkunku,RWF,433
2,89,27,christopher nkunku,1,83.5,8.2,87.6,15.8,RWF,wesley fofana,RCB,433
2,89,29,wesley fofana,0,94.0,15.0,84.5,22.3,RCB,,,433
2,89,36,christopher nkunku,0,99.2,40.3,98.2,41.9,RWF,,,433
2,90,11,marc cucurella,1,35.0,100.0,31.3,91.5,LB,levi colwill,LCB,433
2,90,14,levi colwill,1,33.9,91.7,31.9,56.1,LCB,enzo fernandez,CDM,433
2,90,18,enzo fernandez,1,36.3,38.5,54.1,13.1,CDM,wesley fofana,RCB,433
2,90,21,wesley fofana,1,54.1,13.1,38.3,29.2,RCB,enzo fernandez,CDM,433
2,90,23,enzo fernandez,1,38.3,29.2,48.2,51.5,CDM,cole palmer,RCM,433
2,90,27,cole palmer,1,55.7,61.7,64.4,90.8,RCM,mykhailo mudryk,LWF,433
2,90,42,marc cucurella,1,82.7,100.0,80.8,88.5,LB,cole palmer,RCM,433
2,91,53,moises caicedo,1,11.2,14.6,25.1,23.8,RB,christopher nkunku,RWF,433
2,91,55,christopher nkunku,1,25.1,23.8,21.3,13.9,RWF,moises caicedo,RB,433
2,91,58,moises caicedo,1,21.3,13.9,43.2,25.9,RB,joao felix,LCM,433
2,92,0,joao felix,1,43.2,25.9,37.4,31.6,LCM,christopher nkunku,RWF,433
2,92,3,christopher nkunku,1,62.7,41.9,84.4,31.6,RWF,nicolas jackson,CF,433
2,92,44,levi colwill,0,37.9,71.7,40.4,71.3,LCB,,,433
2,92,49,mykhailo mudryk,1,40.6,90.9,73.4,73.4,LWF,nicolas jackson,CF,433
2,93,39,mykhailo mudryk,1,42.4,94.5,57.4,72.9,LWF,nicolas jackson,CF,433
2,93,49,enzo fernandez,1,44.0,38.6,35.5,17.8,CDM,moises caicedo,RB,433
2,93,51,moises caicedo,1,35.5,17.8,39.7,34.1,RB,enzo fernandez,CDM,433
2,93,55,enzo fernandez,0,42.8,41.0,46.5,42.8,CDM,,,433
2,93,58,enzo fernandez,1,46.1,51.9,35.7,56.6,CDM,levi colwill,LCB,433
2,94,1,levi colwill,1,35.7,56.6,34.1,31.9,LCB,wesley fofana,RCB,433
2,94,3,wesley fofana,1,34.1,31.9,57.4,35.2,RCB,cole palmer,RCM,433
2,94,6,cole palmer,1,57.4,35.2,67.9,28.0,RCM,christopher nkunku,RWF,433
2,94,8,christopher nkunku,1,67.9,28.0,87.6,13.4,RWF,moises caicedo,RB,433
2,94,11,moises caicedo,1,87.6,13.4,80.3,14.8,RB,christopher nkunku,RWF,433
2,94,13,christopher nkunku,1,80.3,14.8,80.4,29.5,RWF,cole palmer,RCM,433
2,94,27,levi colwill,1,66.7,13.9,79.5,9.4,LCB,moises caicedo,RB,433
2,94,29,moises caicedo,1,79.5,9.4,74.8,22.3,RB,marc cucurella,LB,433
2,94,31,marc cucurella,1,72.2,27.4,68.8,53.4,LB,enzo fernandez,CDM,433
2,94,32,enzo fernandez,1,68.8,53.4,71.5,74.4,CDM,joao felix,LCM,433
2,94,35,joao felix,1,71.5,74.4,67.7,60.3,LCM,enzo fernandez,CDM,433
2,94,37,enzo fernandez,1,67.3,59.0,72.0,27.5,CDM,wesley fofana,RCB,433
2,94,39,wesley fofana,1,72.0,27.5,82.5,8.2,RCB,moises caicedo,RB,433
2,94,41,moises caicedo,1,82.5,8.2,81.2,26.5,RB,cole palmer,RCM,433
2,94,43,cole palmer,1,81.2,24.2,71.3,10.7,RCM,wesley fofana,RCB,433
2,94,45,wesley fofana,1,71.3,10.7,72.2,24.4,RCB,cole palmer,RCM,433
2,94,48,cole palmer,1,69.4,40.0,67.8,68.9,RCM,enzo fernandez,CDM,433
2,94,50,enzo fernandez,1,68.1,69.0,77.5,93.9,CDM,mykhailo mudryk,LWF,433
2,94,53,mykhailo mudryk,0,77.1,93.9,89.7,58.1,LWF,,,433
2,95,6,christopher nkunku,1,74.0,33.5,69.8,41.0,RWF,cole palmer,RCM,433
2,95,19,marc cucurella,1,39.2,73.1,41.6,88.1,LB,enzo fernandez,CDM,433
2,95,20,enzo fernandez,1,41.6,88.1,62.5,74.9,CDM,joao felix,LCM,433
2,96,28,robert sanchez,1,12.8,62.0,29.8,10.9,GK,moises caicedo,RB,433
2,96,34,moises caicedo,1,34.0,11.0,33.4,48.5,RB,enzo fernandez,CDM,433
2,96,37,enzo fernandez,0,39.1,46.7,76.4,60.9,CDM,,,433
2,96,50,wesley fofana,1,51.7,31.9,50.8,48.4,RCB,enzo fernandez,CDM,433
2,96,52,enzo fernandez,1,52.2,49.9,57.2,74.9,CDM,levi colwill,LCB,433
2,96,54,levi colwill,1,57.1,74.4,66.9,69.6,LCB,joao felix,LCM,433
2,96,56,joao felix,0,66.9,69.6,67.9,79.2,LCM,,,433
